timestamp,machine_id,batch_id,main_compression_force_kn,precompression_force_kn,ejection_force_kn,tablet_weight_mg,turret_speed_rpm,feeder_speed_rpm,vibration_rms_mm_s,bearing_temp_c,reject_flag,scenario_label,production_risk_score
2026-09-12T09:07:00+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.963,3.341,0.669,501.669,44.968,31.944,1.244,30.935,0,normal,6
2026-09-12T09:07:01+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.914,3.492,0.709,499.902,44.977,31.959,1.169,30.884,0,normal,6
2026-09-12T09:07:02+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.743,3.603,0.627,500.185,44.905,31.668,1.163,31.168,0,normal,6
2026-09-12T09:07:03+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.884,3.419,0.633,499.331,45.046,31.897,1.192,30.941,0,normal,6
2026-09-12T09:07:04+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.1,3.537,0.658,501.266,44.98,32.303,1.237,31.179,0,normal,6
2026-09-12T09:07:05+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.978,3.533,0.623,500.031,45.164,31.909,1.319,31.003,0,normal,6
2026-09-12T09:07:06+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.443,3.374,0.639,499.007,45.202,32.161,1.194,30.945,0,normal,6
2026-09-12T09:07:07+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.992,3.587,0.683,499.881,44.911,32.026,1.21,31.03,0,normal,6
2026-09-12T09:07:08+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.873,3.709,0.625,503.025,45.279,32.237,1.35,31.067,0,normal,6
2026-09-12T09:07:09+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.911,3.437,0.623,501.675,44.704,31.644,1.323,31.122,0,normal,6
2026-09-12T09:07:10+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.116,3.611,0.681,499.626,44.706,32.321,1.236,30.835,0,normal,6
2026-09-12T09:07:11+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.04,3.444,0.645,499.344,45.11,31.948,1.108,31.081,0,normal,6
2026-09-12T09:07:12+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.136,3.329,0.666,501.775,44.97,32.047,1.139,30.79,0,normal,6
2026-09-12T09:07:13+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.146,3.489,0.667,499.53,44.948,32.041,1.195,31.104,0,normal,6
2026-09-12T09:07:14+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.881,3.327,0.656,497.394,44.493,31.726,1.165,30.904,0,normal,6
2026-09-12T09:07:15+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.57,3.473,0.699,501.659,45.002,32.23,1.165,30.894,0,normal,6
2026-09-12T09:07:16+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.19,3.37,0.663,499.949,44.927,31.885,1.291,30.809,0,normal,6
2026-09-12T09:07:17+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.075,3.465,0.62,500.078,45.063,31.985,1.22,31.17,0,normal,6
2026-09-12T09:07:18+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.832,3.55,0.58,500.914,44.627,32.158,1.162,31.02,0,normal,6
2026-09-12T09:07:19+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.592,3.503,0.683,501.24,44.997,31.998,1.292,31.088,0,normal,6
2026-09-12T09:07:20+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.825,3.43,0.623,499.929,44.768,31.46,1.183,31.03,0,normal,6
2026-09-12T09:07:21+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.052,3.63,0.598,498.974,44.712,32.061,1.192,30.942,0,normal,6
2026-09-12T09:07:22+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.012,3.415,0.609,503.161,45.162,31.954,1.077,30.974,0,normal,6
2026-09-12T09:07:23+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.161,3.52,0.69,502.454,44.983,31.883,1.16,30.95,0,normal,6
2026-09-12T09:07:24+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.253,3.449,0.583,500.93,44.98,31.883,1.043,31.14,0,normal,6
2026-09-12T09:07:25+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.195,3.364,0.656,497.833,44.728,31.475,1.262,31.106,0,normal,6
2026-09-12T09:07:26+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.913,3.493,0.72,498.489,44.763,32.032,1.244,30.964,0,normal,6
2026-09-12T09:07:27+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.601,3.408,0.677,501.43,44.666,31.694,1.121,30.997,0,normal,6
2026-09-12T09:07:28+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.618,3.466,0.652,498.406,45.517,31.85,1.159,31.019,0,normal,6
2026-09-12T09:07:29+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.629,3.597,0.65,498.315,44.881,31.526,1.156,30.727,0,normal,6
2026-09-12T09:07:30+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.874,3.441,0.626,498.834,44.832,32.309,1.315,30.98,0,normal,6
2026-09-12T09:07:31+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.32,3.463,0.638,498.342,45.139,32.155,1.097,31.019,0,normal,6
2026-09-12T09:07:32+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.855,3.392,0.649,496.162,44.913,32.472,1.235,30.864,0,normal,6
2026-09-12T09:07:33+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.155,3.511,0.637,498.828,45.0,31.852,1.186,31.089,0,normal,6
2026-09-12T09:07:34+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.228,3.344,0.631,503.214,45.359,32.092,1.329,31.145,0,normal,6
2026-09-12T09:07:35+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.963,3.26,0.648,497.436,45.027,32.437,1.22,30.906,0,normal,6
2026-09-12T09:07:36+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.673,3.264,0.574,503.254,45.171,31.967,1.188,30.994,0,normal,6
2026-09-12T09:07:37+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.997,3.667,0.666,496.035,45.212,31.518,1.168,30.834,0,normal,6
2026-09-12T09:07:38+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.011,3.349,0.595,497.907,45.163,31.954,1.253,31.163,0,normal,6
2026-09-12T09:07:39+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.067,3.568,0.611,499.831,44.77,32.138,1.272,31.116,0,normal,6
2026-09-12T09:07:40+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.992,3.607,0.644,498.877,45.1,32.181,1.376,31.087,0,normal,6
2026-09-12T09:07:41+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.692,3.383,0.598,500.155,44.78,32.341,1.177,31.077,0,normal,6
2026-09-12T09:07:42+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.042,3.541,0.609,499.933,44.915,31.975,1.21,31.082,0,normal,6
2026-09-12T09:07:43+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.87,3.599,0.663,503.278,44.337,31.839,1.301,30.697,0,normal,6
2026-09-12T09:07:44+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.416,3.51,0.568,501.451,44.789,31.772,1.317,30.954,0,normal,6
2026-09-12T09:07:45+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.731,3.741,0.687,499.331,44.842,31.949,1.326,30.882,0,normal,6
2026-09-12T09:07:46+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.643,3.653,0.639,500.201,45.105,31.902,1.006,30.975,0,normal,6
2026-09-12T09:07:47+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.347,3.761,0.645,499.943,45.273,32.149,1.224,30.763,0,normal,6
2026-09-12T09:07:48+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.883,3.526,0.589,499.268,45.342,31.936,1.085,30.774,0,normal,6
2026-09-12T09:07:49+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.997,3.431,0.615,500.455,45.057,32.044,1.228,30.853,0,normal,6
2026-09-12T09:07:50+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.821,3.461,0.648,501.979,44.854,31.806,1.319,31.019,0,normal,6
2026-09-12T09:07:51+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.609,3.463,0.601,497.726,44.733,31.801,1.365,31.121,0,normal,6
2026-09-12T09:07:52+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.387,3.631,0.645,500.807,45.021,31.733,1.107,31.108,0,normal,6
2026-09-12T09:07:53+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.659,3.524,0.676,501.505,45.074,31.7,1.243,30.983,0,normal,6
2026-09-12T09:07:54+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.726,3.261,0.668,496.895,44.659,32.437,1.104,30.95,0,normal,6
2026-09-12T09:07:55+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.02,3.508,0.609,498.583,45.161,31.93,1.198,30.74,0,normal,6
2026-09-12T09:07:56+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.839,3.603,0.621,498.097,45.075,32.15,1.227,30.932,0,normal,6
2026-09-12T09:07:57+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.21,3.695,0.697,496.873,45.586,31.669,1.102,31.037,0,normal,6
2026-09-12T09:07:58+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.974,3.543,0.702,501.861,44.821,32.018,1.281,31.126,0,normal,6
2026-09-12T09:07:59+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.315,3.598,0.678,498.973,44.736,32.106,1.164,31.149,0,normal,6
2026-09-12T09:08:00+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.756,3.454,0.633,501.934,45.15,32.006,1.223,31.194,0,normal,6
2026-09-12T09:08:01+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.506,3.59,0.693,502.429,45.161,31.807,1.157,31.079,0,normal,6
2026-09-12T09:08:02+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.835,3.476,0.59,497.615,45.069,31.893,1.139,30.977,0,normal,6
2026-09-12T09:08:03+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.084,3.469,0.657,500.177,44.95,31.997,1.129,30.94,0,normal,6
2026-09-12T09:08:04+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.486,3.36,0.603,499.202,45.226,31.998,1.212,30.887,0,normal,6
2026-09-12T09:08:05+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.08,3.703,0.647,498.351,44.767,32.066,1.125,31.086,0,normal,6
2026-09-12T09:08:06+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.717,3.301,0.669,497.413,45.121,32.259,1.153,31.025,0,normal,6
2026-09-12T09:08:07+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.39,3.444,0.714,499.343,44.812,32.024,1.218,31.136,0,normal,6
2026-09-12T09:08:08+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.248,3.544,0.676,500.362,45.158,31.87,1.113,31.025,0,normal,6
2026-09-12T09:08:09+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.753,3.597,0.622,502.788,44.627,31.937,1.232,30.919,0,normal,6
2026-09-12T09:08:10+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.834,3.48,0.628,498.432,44.783,31.61,1.123,30.988,0,normal,6
2026-09-12T09:08:11+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.282,3.42,0.602,503.211,44.771,32.024,1.125,30.914,0,normal,6
2026-09-12T09:08:12+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.108,3.555,0.701,501.338,45.031,32.156,1.118,31.145,0,normal,6
2026-09-12T09:08:13+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.149,3.559,0.674,497.041,44.773,32.033,1.212,31.069,0,normal,6
2026-09-12T09:08:14+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.03,3.478,0.7,500.699,45.149,32.299,1.301,31.038,0,normal,6
2026-09-12T09:08:15+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.203,3.532,0.693,504.561,44.791,31.812,1.327,31.022,0,normal,6
2026-09-12T09:08:16+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.88,3.417,0.687,501.121,45.402,31.977,1.272,31.198,0,normal,6
2026-09-12T09:08:17+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.599,3.374,0.661,498.855,44.916,31.835,1.188,30.892,0,normal,6
2026-09-12T09:08:18+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.642,3.546,0.655,501.958,45.104,32.106,1.26,30.89,0,normal,6
2026-09-12T09:08:19+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.86,3.533,0.687,501.293,44.958,31.953,1.22,30.861,0,normal,6
2026-09-12T09:08:20+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.238,3.593,0.687,501.987,45.2,31.529,1.218,30.828,0,normal,6
2026-09-12T09:08:21+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.733,3.484,0.697,500.662,45.046,32.446,1.219,30.886,0,normal,6
2026-09-12T09:08:22+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.61,3.395,0.654,496.919,45.088,32.077,1.142,31.012,0,normal,6
2026-09-12T09:08:23+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.145,3.424,0.679,498.567,45.118,32.364,1.226,30.847,0,normal,6
2026-09-12T09:08:24+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.025,3.51,0.616,497.481,44.924,32.217,1.265,31.144,0,normal,6
2026-09-12T09:08:25+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.987,3.736,0.616,500.882,44.952,32.373,1.203,30.876,0,normal,6
2026-09-12T09:08:26+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.068,3.365,0.615,501.853,44.996,32.214,1.13,31.156,0,normal,6
2026-09-12T09:08:27+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.951,3.265,0.614,497.205,44.707,32.128,1.229,31.071,0,normal,6
2026-09-12T09:08:28+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.794,3.564,0.591,499.034,44.968,31.857,1.208,30.997,0,normal,6
2026-09-12T09:08:29+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.132,3.536,0.688,499.04,45.13,32.069,1.219,31.016,0,normal,6
2026-09-12T09:08:30+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.396,3.73,0.613,498.407,44.936,31.672,1.34,30.926,0,normal,6
2026-09-12T09:08:31+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.809,3.4,0.667,502.792,45.055,31.806,1.306,31.034,0,normal,6
2026-09-12T09:08:32+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.798,3.491,0.655,500.474,45.0,32.006,1.349,31.34,0,normal,6
2026-09-12T09:08:33+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.048,3.39,0.608,501.626,44.675,31.955,1.232,31.022,0,normal,6
2026-09-12T09:08:34+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.887,3.721,0.682,499.058,45.157,31.954,1.159,30.951,0,normal,6
2026-09-12T09:08:35+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.331,3.433,0.647,502.04,45.061,32.06,1.147,31.28,0,normal,6
2026-09-12T09:08:36+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.229,3.216,0.702,497.428,44.726,31.826,1.301,30.967,0,normal,6
2026-09-12T09:08:37+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.059,3.3,0.693,499.466,44.742,32.081,1.239,31.01,0,normal,6
2026-09-12T09:08:38+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.362,3.57,0.71,499.89,45.022,32.216,1.293,30.96,0,normal,6
2026-09-12T09:08:39+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.528,3.514,0.65,500.884,44.829,31.588,1.364,31.128,0,normal,6
2026-09-12T09:08:40+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.741,3.516,0.675,499.024,45.287,31.876,1.279,30.924,0,normal,6
2026-09-12T09:08:41+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.142,3.686,0.669,499.024,45.044,32.181,1.166,30.953,0,normal,6
2026-09-12T09:08:42+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.493,3.668,0.623,497.363,44.743,31.721,1.177,30.991,0,normal,6
2026-09-12T09:08:43+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.613,3.519,0.534,500.28,45.322,31.696,0.97,31.02,0,normal,6
2026-09-12T09:08:44+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.196,3.451,0.659,502.582,45.338,32.15,1.101,31.02,0,normal,6
2026-09-12T09:08:45+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.72,3.498,0.64,498.858,45.306,31.943,1.082,31.046,0,normal,6
2026-09-12T09:08:46+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.192,3.506,0.619,499.135,44.882,31.874,1.144,30.973,0,normal,6
2026-09-12T09:08:47+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.62,3.53,0.619,501.754,45.076,32.376,1.091,31.169,0,normal,6
2026-09-12T09:08:48+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.967,3.574,0.686,501.922,45.012,32.114,1.193,31.087,0,normal,6
2026-09-12T09:08:49+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.75,3.549,0.712,504.013,45.214,32.365,1.242,31.126,0,normal,6
2026-09-12T09:08:50+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.545,3.493,0.586,499.659,45.037,31.794,1.104,30.941,0,normal,6
2026-09-12T09:08:51+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.656,3.61,0.718,501.351,44.721,32.052,1.131,31.034,0,normal,6
2026-09-12T09:08:52+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.77,3.618,0.678,499.359,45.101,32.016,1.338,30.772,0,normal,6
2026-09-12T09:08:53+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.116,3.649,0.635,499.002,45.035,31.77,1.157,30.877,0,normal,6
2026-09-12T09:08:54+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.95,3.249,0.626,501.117,44.924,31.897,1.272,31.189,0,normal,6
2026-09-12T09:08:55+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.794,3.645,0.58,498.308,45.107,32.064,1.21,31.104,0,normal,6
2026-09-12T09:08:56+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,17.943,3.592,0.63,498.745,44.625,32.169,1.131,31.121,0,normal,6
2026-09-12T09:08:57+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.283,3.473,0.653,500.396,44.959,31.635,1.316,30.932,0,normal,6
2026-09-12T09:08:58+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.148,3.535,0.662,500.438,45.182,31.782,1.279,31.02,0,normal,6
2026-09-12T09:08:59+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,18.011,3.45,0.648,501.158,44.766,31.57,1.178,31.084,0,normal,6
2026-09-12T09:09:00+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.416,3.665,0.702,502.805,45.29,32.066,1.245,30.918,0,compression_force_high,12
2026-09-12T09:09:01+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,19.761,3.549,0.619,499.598,44.503,32.224,1.184,30.929,0,compression_force_high,6
2026-09-12T09:09:02+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.203,3.402,0.616,498.058,44.717,31.948,1.173,31.103,0,compression_force_high,9
2026-09-12T09:09:03+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.05,3.447,0.614,500.682,44.99,32.212,1.347,31.0,0,compression_force_high,7
2026-09-12T09:09:04+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.702,3.41,0.645,500.05,45.428,31.715,1.189,31.002,0,compression_force_high,16
2026-09-12T09:09:05+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.355,3.542,0.651,500.239,44.856,32.184,1.126,30.955,0,compression_force_high,11
2026-09-12T09:09:06+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.817,3.668,0.62,501.246,44.983,32.261,1.209,31.204,0,compression_force_high,17
2026-09-12T09:09:07+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,21.022,3.383,0.637,498.499,44.984,31.546,1.066,31.122,0,compression_force_high,20
2026-09-12T09:09:08+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.702,3.59,0.614,497.898,44.961,32.346,1.206,31.022,0,compression_force_high,16
2026-09-12T09:09:09+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.95,3.546,0.657,500.855,44.962,32.393,1.192,30.914,0,compression_force_high,19
2026-09-12T09:09:10+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.824,3.614,0.631,501.448,45.215,31.162,1.062,31.048,0,compression_force_high,18
2026-09-12T09:09:11+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.386,3.702,0.663,499.797,45.012,31.905,1.149,31.015,0,compression_force_high,11
2026-09-12T09:09:12+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.941,3.314,0.66,499.101,45.017,31.812,1.212,30.871,0,compression_force_high,19
2026-09-12T09:09:13+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.668,3.469,0.583,500.837,44.438,31.906,1.081,31.031,0,compression_force_high,15
2026-09-12T09:09:14+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.593,3.598,0.642,499.574,45.224,31.884,1.198,31.171,0,compression_force_high,14
2026-09-12T09:09:15+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.885,3.738,0.668,498.941,45.215,32.231,1.178,31.065,0,compression_force_high,18
2026-09-12T09:09:16+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.69,3.56,0.651,499.74,45.338,32.114,1.094,31.025,0,compression_force_high,16
2026-09-12T09:09:17+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.643,3.538,0.66,500.732,44.66,31.608,1.312,30.997,0,compression_force_high,15
2026-09-12T09:09:18+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,21.115,3.563,0.629,496.623,45.102,32.129,1.34,30.976,0,compression_force_high,22
2026-09-12T09:09:19+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.775,3.283,0.626,500.492,44.93,31.782,1.313,31.192,0,compression_force_high,17
2026-09-12T09:09:20+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.468,3.512,0.633,502.97,45.047,32.149,1.125,31.159,0,compression_force_high,13
2026-09-12T09:09:21+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.696,3.724,0.694,498.698,45.105,32.061,1.182,31.09,0,compression_force_high,16
2026-09-12T09:09:22+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.786,3.503,0.625,498.511,45.015,32.045,1.286,30.837,0,compression_force_high,17
2026-09-12T09:09:23+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.838,3.691,0.623,497.913,44.815,32.198,1.099,31.002,0,compression_force_high,18
2026-09-12T09:09:24+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.633,3.431,0.638,499.251,44.926,31.987,1.222,30.946,0,compression_force_high,15
2026-09-12T09:09:25+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.965,3.442,0.632,500.084,44.657,31.795,1.147,30.877,0,compression_force_high,20
2026-09-12T09:09:26+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.782,3.412,0.614,502.032,45.416,32.248,1.224,31.135,0,compression_force_high,17
2026-09-12T09:09:27+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.948,3.469,0.654,499.328,44.559,31.79,1.134,31.058,0,compression_force_high,19
2026-09-12T09:09:28+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.739,3.284,0.649,500.573,45.154,32.091,1.391,30.896,0,compression_force_high,16
2026-09-12T09:09:29+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,21.255,3.611,0.625,499.744,44.851,31.969,1.165,30.947,0,compression_force_high,24
2026-09-12T09:09:30+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.899,3.376,0.695,501.756,44.861,32.216,1.116,30.786,0,compression_force_high,19
2026-09-12T09:09:31+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,21.002,3.566,0.62,501.052,45.392,32.753,1.13,31.039,0,compression_force_high,20
2026-09-12T09:09:32+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.583,3.84,0.633,501.72,45.019,31.736,1.183,30.838,0,compression_force_high,14
2026-09-12T09:09:33+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.761,3.468,0.659,495.457,44.987,32.638,1.124,31.039,0,compression_force_high,17
2026-09-12T09:09:34+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.835,3.161,0.61,498.633,45.169,31.991,1.182,31.081,0,compression_force_high,18
2026-09-12T09:09:35+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,21.003,3.48,0.677,497.248,44.959,32.313,1.029,30.905,0,compression_force_high,20
2026-09-12T09:09:36+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,21.024,3.527,0.637,500.86,44.823,32.245,1.216,31.218,0,compression_force_high,20
2026-09-12T09:09:37+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,21.23,3.566,0.707,498.394,44.941,31.562,1.27,31.198,0,compression_force_high,23
2026-09-12T09:09:38+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.871,3.354,0.695,498.525,44.899,32.385,1.171,30.978,0,compression_force_high,18
2026-09-12T09:09:39+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,21.471,3.571,0.607,503.011,44.652,32.252,1.239,30.937,0,compression_force_high,27
2026-09-12T09:09:40+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.815,3.367,0.719,500.249,44.874,32.143,1.296,31.038,0,compression_force_high,17
2026-09-12T09:09:41+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,21.242,3.614,0.652,500.633,44.977,31.752,1.099,31.054,0,compression_force_high,23
2026-09-12T09:09:42+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.862,3.497,0.64,501.941,45.056,32.077,1.177,30.983,0,compression_force_high,18
2026-09-12T09:09:43+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.978,3.53,0.581,499.96,45.074,32.098,1.114,30.949,0,compression_force_high,20
2026-09-12T09:09:44+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-001,20.98,3.435,0.601,497.827,45.002,32.096,1.212,30.895,0,compression_force_high,20
