timestamp,machine_id,batch_id,main_compression_force_kn,precompression_force_kn,ejection_force_kn,tablet_weight_mg,turret_speed_rpm,feeder_speed_rpm,vibration_rms_mm_s,bearing_temp_c,tablet_hardness_kp,tablet_thickness_mm,reject_flag
2026-09-13T09:11:38+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.386,3.417,0.711,499.489,45.075,31.772,1.108,31.308,12.288,4.543,0
2026-09-13T09:11:39+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.054,3.524,0.728,499.353,44.745,32.087,1.017,30.977,12.405,4.511,0
2026-09-13T09:11:40+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.878,3.565,0.638,497.364,45.163,31.986,1.24,31.08,12.5,4.475,0
2026-09-13T09:11:41+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.19,3.73,0.693,503.549,45.165,31.781,1.212,31.131,11.801,4.485,0
2026-09-13T09:11:42+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.396,3.317,0.625,500.876,44.609,32.246,1.148,30.957,11.55,4.542,0
2026-09-13T09:11:43+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.084,3.366,0.599,502.056,44.805,32.187,1.316,31.102,12.467,4.495,0
2026-09-13T09:11:44+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.034,3.501,0.666,496.33,45.295,32.648,1.158,30.806,12.077,4.485,0
2026-09-13T09:11:45+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.046,3.615,0.655,502.716,45.295,32.281,1.229,31.231,12.059,4.507,0
2026-09-13T09:11:46+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.119,3.596,0.669,495.669,45.327,32.341,1.318,31.007,11.876,4.491,0
2026-09-13T09:11:47+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.713,3.572,0.665,496.438,45.258,31.921,1.249,30.96,11.883,4.552,0
2026-09-13T09:11:48+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.086,3.519,0.697,501.126,44.649,31.902,1.395,30.695,11.909,4.491,0
2026-09-13T09:11:49+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.253,3.561,0.6,500.381,44.963,32.322,1.201,31.312,12.425,4.451,0
2026-09-13T09:11:50+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.386,3.568,0.742,501.662,44.848,31.96,1.193,31.18,12.645,4.46,0
2026-09-13T09:11:51+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.658,3.538,0.686,501.123,45.24,31.452,1.306,30.933,11.955,4.523,0
2026-09-13T09:11:52+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.239,3.562,0.59,500.19,44.851,31.846,1.221,31.173,12.041,4.501,0
2026-09-13T09:11:53+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.928,3.419,0.616,494.628,45.138,31.697,1.216,30.87,11.799,4.475,0
2026-09-13T09:11:54+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.081,3.606,0.617,495.651,45.382,32.148,1.341,31.364,12.37,4.518,0
2026-09-13T09:11:55+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.812,3.415,0.721,498.572,45.076,31.747,1.341,31.361,11.891,4.516,0
2026-09-13T09:11:56+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.071,3.353,0.637,503.582,44.813,32.584,1.298,31.109,12.56,4.506,0
2026-09-13T09:11:57+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.668,3.494,0.717,498.496,44.885,32.139,1.28,30.864,12.669,4.464,0
2026-09-13T09:11:58+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.162,3.605,0.752,499.807,44.88,32.419,1.103,31.07,12.05,4.489,0
2026-09-13T09:11:59+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.433,3.539,0.645,497.172,45.551,31.789,1.248,30.966,11.623,4.535,0
2026-09-13T09:12:00+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,16.856,3.657,0.72,503.882,44.686,32.071,1.252,30.943,11.163,4.54,0
2026-09-13T09:12:01+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.568,3.645,0.691,496.903,44.928,32.09,1.277,31.278,11.401,4.48,0
2026-09-13T09:12:02+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.689,3.464,0.68,495.327,44.726,32.125,1.167,31.156,11.506,4.487,0
2026-09-13T09:12:03+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.54,3.501,0.7,500.582,44.752,32.26,1.335,30.962,11.68,4.536,0
2026-09-13T09:12:04+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.204,3.724,0.687,504.46,44.67,32.016,1.103,31.117,11.071,4.553,0
2026-09-13T09:12:05+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.175,3.591,0.634,498.56,44.579,32.138,1.069,31.089,11.794,4.48,0
2026-09-13T09:12:06+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.92,3.466,0.689,500.327,45.417,32.372,1.255,30.93,11.98,4.489,0
2026-09-13T09:12:07+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.705,3.445,0.613,504.207,44.956,31.571,1.059,30.8,11.754,4.554,0
2026-09-13T09:12:08+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.559,3.489,0.662,498.019,45.176,32.508,1.183,30.937,12.669,4.434,0
2026-09-13T09:12:09+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.233,3.446,0.706,508.663,44.885,32.301,1.302,30.921,11.967,4.486,0
2026-09-13T09:12:10+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.546,3.466,0.531,498.463,44.643,31.702,1.158,31.071,12.049,4.501,0
2026-09-13T09:12:11+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.434,3.627,0.618,499.887,45.266,32.44,1.365,30.734,12.077,4.493,0
2026-09-13T09:12:12+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.646,3.523,0.655,504.139,44.683,31.964,1.234,30.73,12.455,4.472,0
2026-09-13T09:12:13+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.935,3.617,0.657,504.399,44.715,32.183,1.193,31.07,12.002,4.511,0
2026-09-13T09:12:14+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.712,3.399,0.579,496.269,45.652,32.14,1.253,31.012,11.69,4.499,0
2026-09-13T09:12:15+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.507,3.44,0.652,494.887,45.07,31.833,1.192,30.67,12.626,4.492,0
2026-09-13T09:12:16+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.981,3.509,0.692,500.09,44.614,31.124,1.136,31.124,11.823,4.468,0
2026-09-13T09:12:17+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.886,3.36,0.683,494.851,45.212,32.33,1.104,30.588,12.011,4.517,0
2026-09-13T09:12:18+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.615,3.604,0.645,496.941,45.177,32.486,1.248,30.993,12.482,4.465,0
2026-09-13T09:12:19+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.323,3.442,0.69,502.335,45.504,31.643,1.117,30.986,12.138,4.479,0
2026-09-13T09:12:20+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.383,3.551,0.7,501.173,44.816,32.141,1.181,31.239,12.044,4.442,0
2026-09-13T09:12:21+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.413,3.483,0.614,498.801,45.124,32.085,1.061,30.814,12.099,4.49,0
2026-09-13T09:12:22+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.511,3.406,0.784,496.732,45.356,32.049,1.205,31.382,11.997,4.502,0
2026-09-13T09:12:23+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.874,3.654,0.575,498.277,45.133,32.013,1.261,31.201,11.846,4.488,0
2026-09-13T09:12:24+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.851,3.491,0.648,500.448,44.63,31.835,1.187,31.12,11.961,4.522,0
2026-09-13T09:12:25+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.692,3.588,0.755,498.393,45.092,31.676,1.097,31.163,12.019,4.513,0
2026-09-13T09:12:26+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.702,3.373,0.713,502.058,45.353,32.308,1.168,31.132,11.615,4.527,0
2026-09-13T09:12:27+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.82,3.476,0.687,502.621,44.239,32.51,1.333,31.399,11.756,4.508,0
2026-09-13T09:12:28+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.914,3.262,0.676,504.202,45.077,31.578,1.197,30.937,11.888,4.483,0
2026-09-13T09:12:29+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.156,3.511,0.655,500.716,44.934,32.055,1.111,30.956,12.428,4.487,0
2026-09-13T09:12:30+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.49,3.593,0.59,501.046,44.839,31.877,1.048,31.341,12.138,4.506,0
2026-09-13T09:12:31+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.834,3.558,0.593,497.798,45.29,32.425,1.087,30.939,11.862,4.494,0
2026-09-13T09:12:32+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.011,3.637,0.674,501.163,45.016,32.462,1.197,30.918,11.595,4.46,0
2026-09-13T09:12:33+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.951,3.636,0.676,503.907,44.588,32.36,1.347,31.372,11.887,4.531,0
2026-09-13T09:12:34+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.27,3.478,0.595,500.054,45.547,32.169,0.967,31.006,12.501,4.516,0
2026-09-13T09:12:35+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.141,3.556,0.702,497.755,44.993,32.003,1.263,31.119,11.951,4.477,0
2026-09-13T09:12:36+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.609,3.722,0.735,500.98,45.097,31.334,1.182,30.908,12.54,4.455,0
2026-09-13T09:12:37+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.502,3.472,0.665,498.901,45.464,31.973,1.186,31.063,12.221,4.526,0
2026-09-13T09:12:38+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.604,3.583,0.684,497.982,44.984,31.645,1.199,31.065,11.36,4.534,0
2026-09-13T09:12:39+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.832,3.43,0.726,499.374,45.32,31.648,1.023,31.159,11.506,4.525,0
2026-09-13T09:12:40+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.086,3.527,0.742,502.853,45.357,31.907,1.09,31.302,12.443,4.481,0
2026-09-13T09:12:41+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.406,3.484,0.749,499.662,45.034,32.252,1.238,30.837,12.034,4.528,0
2026-09-13T09:12:42+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.726,3.56,0.677,496.259,45.257,32.38,1.297,30.925,12.09,4.551,0
2026-09-13T09:12:43+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.352,3.553,0.635,501.71,45.357,32.08,1.251,30.708,12.411,4.436,0
2026-09-13T09:12:44+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.419,3.654,0.691,500.579,44.978,32.056,1.198,31.189,12.336,4.492,0
2026-09-13T09:12:45+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.005,3.371,0.729,497.185,44.873,31.846,1.299,31.114,12.218,4.49,0
2026-09-13T09:12:46+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.861,3.436,0.705,502.391,44.561,31.48,1.214,31.423,11.662,4.52,0
2026-09-13T09:12:47+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.472,3.722,0.661,498.048,44.439,32.318,1.233,30.707,11.912,4.509,0
2026-09-13T09:12:48+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.191,3.489,0.684,499.545,44.836,32.004,1.219,30.959,12.209,4.509,0
2026-09-13T09:12:49+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.899,3.561,0.659,499.762,44.772,32.06,1.307,31.068,12.407,4.465,0
2026-09-13T09:12:50+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.866,3.477,0.683,499.855,45.476,31.877,1.187,30.949,11.947,4.5,0
2026-09-13T09:12:51+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.553,3.623,0.594,497.234,44.803,31.879,1.176,31.265,11.624,4.532,0
2026-09-13T09:12:52+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.588,3.372,0.623,500.692,45.142,32.602,1.124,30.823,11.626,4.523,0
2026-09-13T09:12:53+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.648,3.539,0.668,501.422,45.454,31.617,1.082,31.119,11.104,4.544,0
2026-09-13T09:12:54+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.802,3.599,0.645,498.354,44.825,31.989,1.116,31.11,11.637,4.503,0
2026-09-13T09:12:55+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.458,3.499,0.652,501.905,44.733,32.007,1.46,30.935,11.496,4.502,0
2026-09-13T09:12:56+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.212,3.457,0.501,495.958,44.903,31.731,1.074,30.919,12.16,4.485,0
2026-09-13T09:12:57+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.982,3.522,0.719,498.349,45.153,31.945,1.14,30.63,11.766,4.479,0
2026-09-13T09:12:58+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.473,3.436,0.634,496.483,45.071,32.014,1.017,30.905,11.814,4.529,0
2026-09-13T09:12:59+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.078,3.453,0.627,496.611,45.136,31.565,1.178,31.193,12.305,4.482,0
2026-09-13T09:13:00+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.813,3.353,0.585,502.373,44.553,31.258,1.003,31.241,11.768,4.48,0
2026-09-13T09:13:01+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.362,3.487,0.772,498.626,45.066,32.138,1.292,30.694,12.197,4.49,0
2026-09-13T09:13:02+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.884,3.298,0.742,499.505,45.401,32.219,1.21,31.294,12.723,4.466,0
2026-09-13T09:13:03+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.974,3.589,0.59,500.785,45.19,31.336,1.132,30.928,12.641,4.516,0
2026-09-13T09:13:04+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.265,3.52,0.619,494.454,44.896,31.631,1.354,30.809,11.861,4.479,0
2026-09-13T09:13:05+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.324,3.527,0.631,501.324,44.688,32.151,1.063,31.027,12.093,4.47,0
2026-09-13T09:13:06+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.642,3.449,0.725,500.137,45.497,31.155,1.242,30.933,11.548,4.501,0
2026-09-13T09:13:07+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.774,3.656,0.532,495.6,44.83,32.449,1.24,30.944,13.313,4.435,0
2026-09-13T09:13:08+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.527,3.469,0.656,495.366,44.663,32.407,1.393,31.153,11.781,4.515,0
2026-09-13T09:13:09+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.873,3.605,0.706,501.588,44.877,32.125,1.306,30.977,12.424,4.473,0
2026-09-13T09:13:10+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.366,3.663,0.654,499.838,44.936,32.221,1.172,30.968,11.864,4.503,0
2026-09-13T09:13:11+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.506,3.515,0.618,502.75,45.114,31.744,1.239,31.103,12.158,4.505,0
2026-09-13T09:13:12+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.502,3.58,0.539,501.806,45.502,32.027,1.214,31.14,12.301,4.474,0
2026-09-13T09:13:13+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.74,3.624,0.623,499.371,44.676,32.373,1.024,31.059,11.571,4.526,0
2026-09-13T09:13:14+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.733,3.584,0.665,504.585,45.035,31.958,1.291,31.1,12.955,4.488,0
2026-09-13T09:13:15+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.774,3.501,0.614,497.152,45.355,32.203,1.162,31.221,11.786,4.49,0
2026-09-13T09:13:16+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.136,3.447,0.663,502.591,44.879,32.464,1.261,31.367,11.993,4.531,0
2026-09-13T09:13:17+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.465,3.534,0.546,497.646,45.17,32.157,1.182,31.164,12.109,4.454,0
2026-09-13T09:13:18+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.466,3.651,0.696,502.479,45.143,32.043,1.244,30.861,12.203,4.467,0
2026-09-13T09:13:19+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.31,3.529,0.684,499.019,45.31,31.813,1.112,31.417,12.276,4.473,0
2026-09-13T09:13:20+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.13,3.45,0.621,502.626,45.086,32.172,1.14,31.054,11.906,4.513,0
2026-09-13T09:13:21+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.41,3.456,0.699,496.422,45.147,31.96,1.225,30.965,11.329,4.545,0
2026-09-13T09:13:22+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.176,3.611,0.621,498.933,45.384,32.555,1.151,30.787,12.137,4.496,0
2026-09-13T09:13:23+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.134,3.57,0.615,501.275,44.41,32.312,1.235,31.384,12.195,4.48,0
2026-09-13T09:13:24+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.144,3.432,0.702,499.453,45.364,31.885,1.208,31.307,11.537,4.494,0
2026-09-13T09:13:25+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.988,3.459,0.717,502.717,44.53,31.601,1.247,30.92,12.035,4.499,0
2026-09-13T09:13:26+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.202,3.334,0.548,501.289,44.713,31.308,1.167,30.994,12.395,4.502,0
2026-09-13T09:13:27+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.607,3.538,0.703,495.505,45.298,32.399,1.079,31.307,12.443,4.477,0
2026-09-13T09:13:28+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.24,3.53,0.592,501.227,45.0,31.595,1.083,30.833,11.909,4.428,0
2026-09-13T09:13:29+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.126,3.406,0.605,502.37,44.833,31.903,1.282,31.153,11.783,4.477,0
2026-09-13T09:13:30+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.425,3.509,0.675,500.879,45.412,32.101,1.129,30.897,11.728,4.524,0
2026-09-13T09:13:31+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.481,3.55,0.648,499.008,44.909,31.515,1.239,31.098,12.113,4.49,0
2026-09-13T09:13:32+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.126,3.591,0.636,498.194,45.054,31.926,1.052,31.231,11.666,4.48,0
2026-09-13T09:13:33+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.866,3.412,0.691,503.878,45.002,32.523,1.261,31.271,11.524,4.483,0
2026-09-13T09:13:34+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.879,3.439,0.625,503.106,44.748,31.405,1.233,31.346,12.112,4.527,0
2026-09-13T09:13:35+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.147,3.606,0.69,503.02,45.035,32.099,1.289,30.585,12.164,4.503,0
2026-09-13T09:13:36+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.662,3.472,0.564,496.986,45.42,31.783,1.183,31.156,12.306,4.494,0
2026-09-13T09:13:37+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.061,3.497,0.653,498.061,45.358,32.027,1.031,31.057,12.039,4.511,0
2026-09-13T09:13:38+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.478,3.602,0.67,503.499,45.023,31.774,1.264,30.838,12.519,4.514,0
2026-09-13T09:13:39+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.976,3.356,0.637,500.19,44.818,32.242,1.111,30.935,11.782,4.504,0
2026-09-13T09:13:40+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.073,3.403,0.711,499.598,44.768,31.798,1.024,31.359,11.789,4.482,0
2026-09-13T09:13:41+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.406,3.579,0.57,498.366,44.759,31.99,1.278,30.772,11.373,4.514,0
2026-09-13T09:13:42+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.237,3.555,0.583,502.685,45.122,32.432,1.379,31.433,12.112,4.522,0
2026-09-13T09:13:43+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.79,3.648,0.715,502.141,44.798,32.529,1.308,30.83,11.499,4.493,0
2026-09-13T09:13:44+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.424,3.386,0.623,501.759,44.844,31.806,1.189,31.047,12.022,4.486,0
2026-09-13T09:13:45+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.427,3.368,0.719,497.015,45.353,32.07,1.211,30.719,11.492,4.544,0
2026-09-13T09:13:46+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.979,3.426,0.602,498.083,44.981,32.202,1.157,31.109,12.123,4.535,0
2026-09-13T09:13:47+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.192,3.544,0.663,502.673,45.556,31.825,1.203,30.87,11.84,4.469,0
2026-09-13T09:13:48+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.154,3.535,0.641,498.98,45.323,31.873,1.296,30.89,12.005,4.508,0
2026-09-13T09:13:49+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.151,3.411,0.618,497.884,44.803,31.813,1.24,31.163,11.774,4.513,0
2026-09-13T09:13:50+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.768,3.58,0.673,498.537,44.967,32.179,1.157,31.34,12.054,4.535,0
2026-09-13T09:13:51+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.077,3.671,0.639,499.219,44.928,31.918,1.101,31.083,11.896,4.499,0
2026-09-13T09:13:52+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.067,3.624,0.616,497.359,45.458,31.916,1.088,31.308,12.31,4.527,0
2026-09-13T09:13:53+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.096,3.438,0.583,495.634,45.344,32.248,1.029,30.68,11.507,4.555,0
2026-09-13T09:13:54+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.874,3.52,0.736,500.51,44.828,32.028,1.376,30.858,12.469,4.516,0
2026-09-13T09:13:55+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.745,3.403,0.71,498.923,45.325,32.318,1.217,31.09,11.631,4.468,0
2026-09-13T09:13:56+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.363,3.243,0.615,496.724,45.193,32.728,1.362,31.0,12.342,4.502,0
2026-09-13T09:13:57+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.977,3.452,0.609,498.862,45.084,32.163,1.158,30.972,12.024,4.47,0
2026-09-13T09:13:58+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.701,3.57,0.597,497.5,45.06,31.718,1.395,30.968,11.595,4.541,0
2026-09-13T09:13:59+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.193,3.639,0.726,502.158,44.585,32.216,1.084,31.059,11.711,4.49,0
2026-09-13T09:14:00+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.291,3.546,0.732,500.972,44.956,32.233,1.361,31.492,11.563,4.545,0
2026-09-13T09:14:01+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.102,3.354,0.696,498.004,44.401,31.749,0.985,30.964,11.655,4.515,0
2026-09-13T09:14:02+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.973,3.551,0.628,499.372,45.204,32.248,1.118,30.937,12.257,4.494,0
2026-09-13T09:14:03+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.954,3.562,0.638,500.127,45.227,31.774,1.239,31.217,11.547,4.483,0
2026-09-13T09:14:04+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.795,3.513,0.615,496.703,45.193,32.009,1.291,30.948,13.065,4.485,0
2026-09-13T09:14:05+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.844,3.575,0.688,499.728,45.34,31.929,1.314,30.84,12.047,4.507,0
2026-09-13T09:14:06+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.331,3.592,0.638,500.787,45.06,31.659,1.136,30.913,11.77,4.537,0
2026-09-13T09:14:07+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.588,3.561,0.63,497.92,44.78,32.005,1.325,31.293,11.595,4.487,0
2026-09-13T09:14:08+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.765,3.581,0.671,503.676,44.987,31.973,1.262,31.046,12.189,4.502,0
2026-09-13T09:14:09+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.8,3.543,0.683,495.851,45.127,31.887,1.197,30.88,11.898,4.517,0
2026-09-13T09:14:10+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.323,3.452,0.592,498.03,45.557,32.253,1.125,31.049,12.189,4.47,0
2026-09-13T09:14:11+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.621,3.427,0.628,502.049,45.127,32.02,1.348,30.941,12.22,4.525,0
2026-09-13T09:14:12+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.898,3.397,0.728,498.426,44.753,32.128,1.218,31.194,11.439,4.539,0
2026-09-13T09:14:13+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.047,3.489,0.597,500.475,45.289,31.582,1.119,31.063,12.209,4.523,0
2026-09-13T09:14:14+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.13,3.369,0.716,501.374,44.767,31.868,1.136,30.886,11.545,4.544,0
2026-09-13T09:14:15+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.837,3.536,0.661,500.937,45.003,32.154,1.299,30.888,11.75,4.519,0
2026-09-13T09:14:16+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,17.824,3.621,0.562,495.872,45.041,31.49,1.232,30.803,12.13,4.502,0
2026-09-13T09:14:17+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.027,3.497,0.649,503.291,44.749,31.675,1.154,31.046,12.125,4.5,0
2026-09-13T09:14:18+00:00,PRESS-RTP41-DEMO,BATCH-DEMO-002,18.328,3.542,0.601,504.113,44.735,32.024,1.092,30.799,12.142,4.511,0
